Product Code,Product Name,Brand,Product Description,Product Features,Part Number,Barcode,Price,SRP,Commodity Code,Country of Origin,Item Weight Grams,Item Length(cm),Item Width(cm),Item Height(cm),Carton Barcode,Carton Weight Grams,Carton Length (cm),Carton Width(cm),Carton Height(cm),Carton Quantity
RTL-TOY01,Ragtales Rag Doll Sophie 35cm,Ragtales,"Sophie the ballerina ragdoll is wearing her best dancing skirt and soft voile petticoat, ready to do a little twirl for her new owner.   Beautifully handmade, Sophie has a matching pink cardigan and soft velour slippers, she is ready for her dance class and she does like to attend tea parties. Perfect for hours of imaginative play or simply snuggle down with this adorable rag doll at night.   Product comes on backing card. Approximate size 35cm. Suitable from birth.","  Adorable ballerina doll
 Features soft pink outfit
 Perfect gift for baby showers and christenings
 Approximate height: 35cm
 Suitable from birth+
 ",RT110,5060289401108,9.29,19.99,9503002190,China,87,7,20,34,,0,0,0,0,4
RTL-TOY03,Ragtales Rag Doll Tommy 35cm,Ragtales,"Tommy the ragdoll is a smart little boy, dressed in corduroy dungarees, striped T-shirt and socks.   He has a cute knitted beanie style hat and is always ready for an adventure! Perfect for hours of imaginative play or simply snuggle down with this handsome rag doll. Product comes on backing card.   Approximate size 35cm. Suitable from birth.","  Adorable ragdoll boy
 Features soft corduroy outfit
 Perfect gift for baby showers and christenings
 Approximate 35cm in size
 Suitable from birth+
 ",RT111,5060289401115,9.29,19.99,9503002190,China,76,7,17,36,,0,0,0,0,4
AVT-ACC01,Philips Avent Natural Response 3.0 Teat Level 1 0m 2Pk,Philips Avent,"Philips Avent Natural Response 3.0 Teat works like a breast, supporting baby's individual drinking rhythm.  The Natural Response Teat releases milk only when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. Babies can drink, swallow and breathe using their natural rhythm, like on the breast, making it easy to combine breast and bottle feeding. As the teat opening is designed to release milk only when the baby is feeding, you can confidently avoid milk loss whether at home or on the go.   The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.  It also features an anti-colic valve designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.  Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.","  Supports baby's individual drinking rhythm
 Releases milk only when the baby actively drinks
 Babies can drink, swallow and breathe using their natural rhythm
 Easier to combine breast and bottle feeding
 Wide, soft and flexible teat for a natural latch on
 Anti-colic valve
 No-drip teat
 BPA-free
 Made of soft silicone
 Suitable from 0 months+
 ",SCY961/02,8710103985082,4.49,6.99,,,48,6,6,13.5,,0,0,0,0,1
AVT-ACC02,Philips Avent Natural Response 3.0 Teat Level 2 0m+ 2Pk,Philips Avent,"Philips Avent Natural Response 3.0 Teat works like a breast, supporting baby's individual drinking rhythm.  The Natural Response Teat releases milk only when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. Babies can drink, swallow and breathe using their natural rhythm, like on the breast, making it easy to combine breast and bottle feeding. As the teat opening is designed to release milk only when the baby is feeding, you can confidently avoid milk loss whether at home or on the go.   The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.  It also features an anti-colic valve designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.  Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.","  Supports baby's individual drinking rhythm
 Releases milk only when the baby actively drinks
 Babies can drink, swallow and breathe using their natural rhythm
 Easier to combine breast and bottle feeding
 Wide, soft and flexible teat for a natural latch on
 Anti-colic valve
 No-drip teat
 BPA-free
 Made of soft silicone
 Suitable from 0 months+
 ",SCY962/02,8710103985105,4.49,6.99,,,48,6,6,13.5,,0,0,0,0,1
AVT-ACC03,Philips Avent Natural Response 3.0 Teat Level 3 1m+ 2Pk,Philips Avent,"Philips Avent Natural Response 3.0 Teat works like a breast, supporting baby's individual drinking rhythm.  The Natural Response Teat releases milk only when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. Babies can drink, swallow and breathe using their natural rhythm, like on the breast, making it easy to combine breast and bottle feeding. As the teat opening is designed to release milk only when the baby is feeding, you can confidently avoid milk loss whether at home or on the go.   The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.  It also features an anti-colic valve designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.  Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.","  Supports baby's individual drinking rhythm
 Releases milk only when the baby actively drinks
 Babies can drink, swallow and breathe using their natural rhythm
 Easier to combine breast and bottle feeding
 Wide, soft and flexible teat for a natural latch on
 Anti-colic valve
 No-drip teat
 BPA-free
 Made of soft silicone
 Suitable from 1 months+
 ",SCY963/02,8710103985129,4.49,6.99,,,48,6,6,13.5,,0,0,0,0,1
AVT-ACC04,Philips Avent Natural Response 3.0 Teat Level 4 3m+ 2Pk,Philips Avent,"Philips Avent Natural Response 3.0 Teat works like a breast, supporting baby's individual drinking rhythm.  The Natural Response Teat releases milk only when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. Babies can drink, swallow and breathe using their natural rhythm, like on the breast, making it easy to combine breast and bottle feeding. As the teat opening is designed to release milk only when the baby is feeding, you can confidently avoid milk loss whether at home or on the go.   The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.  It also features an anti-colic valve designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.  Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.","  Supports baby's individual drinking rhythm
 Releases milk only when the baby actively drinks
 Babies can drink, swallow and breathe using their natural rhythm
 Easier to combine breast and bottle feeding
 Wide, soft and flexible teat for a natural latch on
 Anti-colic valve
 No-drip teat
 BPA-free
 Made of soft silicone
 Suitable from 3 months+
 ",SCY964/02,8710103985143,4.49,6.99,,,48,6,6,13.5,,0,0,0,0,1
AVT-ACC05,Philips Avent Natural Response 3.0 Teat Level 5 6m+ 2Pk,Philips Avent,"Philips Avent Natural Response 3.0 Teat works like a breast, supporting baby's individual drinking rhythm.  The Natural Response Teat releases milk only when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. Babies can drink, swallow and breathe using their natural rhythm, like on the breast, making it easy to combine breast and bottle feeding. As the teat opening is designed to release milk only when the baby is feeding, you can confidently avoid milk loss whether at home or on the go.   The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.  It also features an anti-colic valve designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.  Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.","  Supports baby's individual drinking rhythm
 Releases milk only when the baby actively drinks
 Babies can drink, swallow and breathe using their natural rhythm
 Easier to combine breast and bottle feeding
 Wide, soft and flexible teat for a natural latch on
 Anti-colic valve
 No-drip teat
 BPA-free
 Made of soft silicone
 Suitable from 6 months+
 ",SCY965/02,8710103985167,4.49,6.99,3926909790,Netherlands,48,6,6,13.5,,0,0,0,0,1
AVT-ACC06,Philips Avent Natural Response 3.0 Teat Level 6 6m+ 2Pk,Philips Avent,"Philips Avent Natural Response 3.0 Teat works like a breast, supporting baby's individual drinking rhythm.  The Natural Response Teat releases milk only when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. Babies can drink, swallow and breathe using their natural rhythm, like on the breast, making it easy to combine breast and bottle feeding. As the teat opening is designed to release milk only when the baby is feeding, you can confidently avoid milk loss whether at home or on the go.   The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.  It also features an anti-colic valve designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.  Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.","  Supports baby's individual drinking rhythm
 Releases milk only when the baby actively drinks
 Babies can drink, swallow and breathe using their natural rhythm
 Easier to combine breast and bottle feeding
 Wide, soft and flexible teat for a natural latch on
 Anti-colic valve
 No-drip teat
 BPA-free
 Made of soft silicone
 Suitable from 6 months+
 ",SCY966/02,8710103985181,4.49,6.99,,,48,6,6,13.5,,0,0,0,0,1
AVT-ACC11,Philips Avent Disposable Breastpads Day 60Pk,Philips Avent,"Philips Avent disposable breast pads provide ultra comfort and confidence to support your breastfeeding journey. Developed in collaboration with a midwife and breastfeeding adviser who has been supporting mums with breastfeeding for 20 years.  They feature a honeycomb texture, ultra-thin, ultra-absorbent core and leak-proof and breathable design, keeping you feeling dry and comfortable, day and night.  It's outter layer provides a leak-proof effect to keep clothes dry, yet gives a breathable feeling. Plus the ultra-absorbent core helps to trap moisture and keep skin dry day and night. What's more, it is only 2 mm thin on average with contoured shape, helping to make pads invisible under clothes.  Individually wrapped for your hygiene, perfect for on the go.","  Leak-proof and breathable
 Honeycomb texture
 Honeycomb top sheet is soft and comfortable against your skin
 Ultra-absorbent core
 Ultra-thin material
 Individually wrapped
 Developed with an expert
 ",SCF254/61,8710103980438,4.79,7.49,,,270,11.5,15,14.6,,0,0,0,0,8
AVT-ACC12,Philips Avent Nipple Shield Medium 2Pk,Philips Avent,"Nipple shields are designed to help you breastfeed when you are experiencing nipple issues or latch-on challenges. The ultra-thin butterfly-shaped nipple shield allows breast contact for baby and helps continue bonding as you breastfeed.  We designed our Nipple Shields to help babies with early latch-on challenges and help you breastfeed for longer*. For mothers with flat and inverted nipples and babies with weak sucking technique or oral anomalies, the Nipple Shield can provide a nipple shape for latching on, keeping and maintaining a protruded position during baby's feeding pauses.  Our Nipple Shields' ultra-thin butterfly shape is designed for skin-to-skin contact for baby. Thanks to the shape, not only the nose is in contact with the breast, but also the chin, allowing the baby to smell mum's scent and touch mum's skin. Just position the shield over the centre of your nipple to make sure that your baby can properly latch on to the entire areola. Enjoy bonding with your little one while protecting your nipples.  If mum's milk flow needs controlling or the baby lacks strength, nipple shields are also a great support. The three holes in the tip of the shield can help rate the breastmilk flow for the baby in case there is an oversupply of milk. This way the baby can drink at his own pace in case the mother is experiencing an overactive let-down.  Nipple shields are designed to provide comfort and gentler feedings for sore, cracked or painful nipples. They can help reduce rubbing and stretching of nipples during breastfeeding so you can feed baby your best milk in comfort.  You need to clean the nipple shields before each use, which takes less than 10 minutes. Place them in boiled water for five minutes or optionally use the Hygiene case. Place both well-rinsed nipple shields in the case and add 25 ml/0.9 fl. oz. water. Then place the nipple shields in a 750–1,000 W microwave for three minutes. Let them cool for five minutes. Then drain the water and they're ready to use. Use the convenient hygienic carrying case on the go as well as to store your nipple shields and to keep them clean. ","  Designed to support latching on
 Unique Butterfly shape
 Easy to clean at any time
 Shaped to allow skin contact
 Combining breast and bottle feeding
 Feed at baby's pace
 Protects nipples while feeding
 Medium (21 mm)
 BPA Free
 Made from Silicone
 ",SCF153/03,8710103907701,6.39,9.99,3924900090,United Kingdom,27,4.8,7.8,12.4,18710103907708,162,18.8,8.8,13.9,6
AVT-ACC13,Philips Avent Comfort & Protection Breast Shells 2Pk,Philips Avent,"The ultra-soft Philips Avent breast shells are worn inside your bra to protect your nipples from chaffing and to collect excess breast milk.      Philips Avent breast milk collection shells (no holes) - collects excess breast milk when feeding or using a breast pump.         They also help ease engorgement, protect sore or cracked nipples, to help them heal more quickly. Their gentle pressure helps relieve engorgement and the holes allow air to circulate.    The breast shells can also be used when breastfeeding or pumping. They come with ultra-soft silicone backing cushions for comfort.     ","  Ultra comfortable breast shells
 Collect excess breast milk
 Help ease engorgement
 Protect sore and cracked nipples
 The breast shells can be used when breastfeeding or pumping
 Ventilated shells (with holes)
  Pair includes non-ventilated breast milk saver shells with ultra-soft backing cushions 
 ",SCF157/02,5012909005647,10.59,16.49,,,105,4.6,9.3,15.4,,0,0,0,0,1
AVT-FED01,Philips Avent Natural Response 3.0 Bottle 125ml,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast.  The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues.","  1 x Philips Avent Natural Response 3.0 Bottle 125ml with Flow no. 2 Teat
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY900/01,8710103989615,5.79,8.99,,,108,7.1,7.1,12.2,,0,0,0,0,1
AVT-FED02,Philips Avent Natural Response 3.0 Bottle 125ml 2Pk,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast.  The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues.","  2 x Philips Avent Natural Response 3.0 Bottle 125ml with Flow no. 2 Teat
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY900/02,8710103989622,9.59,14.99,,,189,7.1,14.2,12.2,,0,0,0,0,1
AVT-FED03,Philips Avent Natural Response 3.0 Bottle 260ml,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast.  The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues.","  1 x Philips Avent Natural Response 3.0 Bottle 260ml with Flow no. 3 Teat
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY903/01,8710103989646,6.39,9.99,,,119,7.1,7.1,16.6,,0,0,0,0,1
AVT-FED04,Philips Avent Natural Response 3.0 Bottle 260ml 2Pk,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast.  The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues.","  2 x Philips Avent Natural Response 3.0 Bottle 260ml with Flow no. 3 Teat
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY903/02,8710103989745,10.19,15.99,,,212,7.1,14.2,16.6,,0,0,0,0,1
AVT-FED05,Philips Avent Natural Response 3.0 Bottle 260ml 3Pk,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast.  The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues.","  3 x Philips Avent Natural Response 3.0 Bottle 260ml with Flow no. 3 Teat
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY903/03,8710103990741,14.09,21.99,3923301000,Netherlands,296,7.1,21.3,16.9,,0,0,0,0,1
AVT-FED06,Philips Avent Natural Response 3.0 Bottle 330ml,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast.  The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues.","  1 x Philips Avent Natural Response 3.0 Bottle 300ml with Flow no. 4 Teat
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY906/01,8710103989769,6.99,10.99,3923301000,Netherlands,127,7.1,7.1,18.9,,0,0,0,0,1
AVT-FED07,Philips Avent Natural Response 3.0 Bottle Pink 260ml,Philips Avent,"Philips Avent's Natural Response Baby Bottles let milk flow only when your baby actively drinks. So they can drink, swallow and breathe — just like breastfeeding. It supports baby's individual drinking rhythm, through its teat features that work like a breast.  The breast shaped teat is designed for a natural latch on. The wide, soft and flexible silicone teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably. In addition, the teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too. With the teat opening designed to release milk only when the baby is feeding, it prevents drips, spills and loss of precious milk, so you can confidently avoid milk loss whether at home or on the go.  The natural response teat works with your baby’s natural feeding rhythm, making it easy to combine breastfeeding and bottle feeding; designed to reduce feeding issues.","  1 x Philips Avent Natural Response 3.0 Bottle Pink 260ml with Flow no. 3 Teat
 The Natural Response Teat releases milk only when the baby actively drinks. Babies can drink, swallow and breathe using their natural rhythm, like on the breast. Making it easy to combine breast and bottle feeding.
 Natural Response Teat - The Natural Response Teat works with your baby's natural feeding rhythm, making it easy to combine breast feeding and bottle feeding. The teat has a unique opening which only releases milk when the baby actively drinks. So when they pause to swallow and breathe, the milk pauses too.
 Natural latch on - The wide, soft and flexible teat is designed to mimic the shape and feel of a breast, helping the baby to latch on and feed comfortably.
 Be patient as your baby adjusts - Our new Natural Response Baby Bottles are different from free-flow baby bottles. Just like breastfeeding, it could take a few tries to get it right. That's perfectly natural.
 Find the right teat flow - Every baby feeds differently and develops at their own pace. We've designed a range of flow rates so you can find the perfect one for your baby and personalise your bottle. All of the Natural Response Teats are made of soft silicone.
 Anti-colic valve - Anti-colic valve is designed to keep air away from baby's tummy during feeding, to help reduce colic and discomfort.
 No-drip teat - The teat opening is designed to release milk only when the baby is feeding. So you can confidently avoid milk loss whether at home or on the go.
 Easy to hold - The ergonomic bottle is easy to grip at any angle to give maximum comfort during feeding. Easy for your hands and tiny hands to hold.
 Simple to use and clean - The wide bottle neck makes filling and cleaning easy. Only a few parts for quick and simple assembly.
 Compatible across the range - Mix and match our breast pump, bottle and cup parts and create the product that works for you, when you need it.
 BPA-free* - The Philips Avent Natural bottles and teats are made of BPA free* material.
 ",SCY903/11,8710103989660,6.99,10.99,,,119,7.1,7.1,16.6,,0,0,0,0,1
